transaction_id,user_id,amount,currency,country,merchant_type,device_risk_score,timestamp,transaction_type,description,recipient_account,sender_account
TXN-1989,user_184,575.91,GBP,Australia,investment,0.29,2024-01-25 14:09:11,withdrawal,Transaction 989,ACC9718512907,ACC9016492205
TXN-1990,user_114,8094.91,EUR,USA,crypto_exchange,0.51,2024-01-25 16:24:33,payment,Transaction 990,ACC8730392101,ACC2554541188
TXN-1991,user_124,61718.52,USD,India,jewelry,0.33,2024-01-25 17:35:21,deposit,Transaction 991,ACC9191300707,ACC4512116623
TXN-1992,user_199,6502.38,EUR,USA,investment,0.33,2024-01-25 14:39:37,transfer,Transaction 992,ACC5101535898,ACC2116691796
TXN-1993,user_168,220.71,AED,Australia,education,0.39,2024-01-25 14:03:29,transfer,Transaction 993,ACC7616520835,ACC1358106405
TXN-1994,user_177,460.1,SGD,India,restaurant,0.55,2024-01-25 11:19:19,transfer,Transaction 994,ACC4337792889,ACC3763025055
TXN-1995,user_170,366927.14,INR,India,restaurant,0.11,2024-01-25 12:25:21,deposit,Transaction 995,ACC5536607392,ACC1297671246
TXN-1996,user_107,1125056.82,AED,India,travel,0.36,2024-01-25 14:32:37,payment,Transaction 996,ACC9661714135,ACC9514201467
TXN-1997,user_131,438863.27,EUR,Germany,healthcare,0.55,2024-01-25 11:19:09,payment,Transaction 997,ACC6549740471,ACC2434098041
TXN-1998,user_193,370.65,INR,India,grocery,0.5,2024-01-25 09:16:27,deposit,Transaction 998,ACC4313017484,ACC4199011152
TXN-1999,user_123,174.19,INR,India,investment,0.15,2024-01-25 16:43:39,withdrawal,Transaction 999,ACC3146729327,ACC4293397798
TXN-2000,user_122,4139.12,EUR,India,business,0.21,2024-01-26 15:51:38,transfer,Transaction 1000,ACC3701331459,ACC3131476744
